van postcode,tot postcode,plaats,gemeente,provincie
6243,6243,Snijdersberg,Meerssen,Limburg
4861,4861,Snijders-Chaam,Alphen-Chaam,Noord-Brabant
8505,8505,Snikzwaag,Skarsterlân,Friesland
6661,6661,Snodenhoek,Overbetuwe,Gelderland
3831,3831,Snorrenhoef,Leusden,Utrecht
6027,6027,Soerendonk,Cranendonck,Noord-Brabant
3760,3768,Soest,Soest,Utrecht
3769,3769,Soesterberg,Soest,Utrecht
5991,5991,Soeterbeek,Peel en Maas,Limburg
9901,9901,Solwerd,Appingedam,Groningen
5710,5712,Someren,Someren,Noord-Brabant
5712,5712,Someren-Eind,Someren,Noord-Brabant
5712,5712,Someren-Heide,Someren,Noord-Brabant
3245,3245,Sommelsdijk,Middelharnis,Zuid-Holland
5690,5692,Son,Son en Breugel,Noord-Brabant
8565,8565,Sondel,Gaasterlân-Sleat,Friesland
8478,8478,Sonnega,Weststellingwerf,Friesland
5691,5691,Sonniuswijk,Son en Breugel,Noord-Brabant
8805,8805,Sopsum,Franekeradeel,Friesland
5571,5571,Spaanrijt,Bergeijk,Noord-Brabant
5133,5133,Spaansehoek,Goirle,Noord-Brabant
6104,6104,Spaanshuisken,Echt-Susteren,Limburg
2063,2063,Spaarndam,Haarlem,Noord-Holland
2064,2064,Spaarndam,Haarlemmerliede en Spaarnwoude,Noord-Holland
3751,3752,Spakenburg,Bunschoten,Utrecht
1715,1715,Spanbroek,Opmeer,Noord-Holland
6956,6956,Spankeren,Rheden,Gelderland
8522,8522,Spannenburg,Skarsterlân,Friesland
8843,8843,Spannum,Littenseradiel,Friesland
9241,9241,Sparjebird,Opsterland,Friesland
6176,6176,Spaubeek,Beek,Limburg
8647,8647,Spears,Boarnsterhim,Friesland
7396,7396,Spekhoek,Voorst,Gelderland
5841,5841,Spekklef,Sint Anthonis,Noord-Brabant
5674,5674,Spekt,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
3852,3852,Speuld,Ermelo,Gelderland
5761,5761,Speurgt,Gemert-Bakel,Noord-Brabant
9417,9417,Spier,Midden-Drenthe,Drenthe
1641,1643,Spierdijk,Koggenland,Noord-Holland
5985,5985,Spiesberg,Peel en Maas,Limburg
4261,4261,Spijk,Aalburg,Noord-Brabant
9909,9909,Spijk,Delfzijl,Groningen
4210,4212,Spijk,Lingewaal,Gelderland
6917,6917,Spijk,Rijnwaarden,Gelderland
3200,3208,Spijkenisse,Spijkenisse,Zuid-Holland
9656,9656,Spijkerboor,Aa en Hunze,Drenthe
1458,1458,Spijkerboor,Wormerland,Noord-Holland
6042,6042,Spik,Roermond,Limburg
4661,4661,Spinolaberg,Bergen op Zoom,Noord-Brabant
9636,9636,Spitsbergen,Menterwolde,Groningen
8459,8459,Spitsendijk,Heerenveen,Friesland
2771,2771,Spoelwijk,Boskoop,Zuid-Holland
7707,7707,Sponturfwijk,Hardenberg,Overijssel
8041,8041,Spoolde,Zwolle,Overijssel
1761,1761,Spoorbuurt,Hollands Kroon,Noord-Holland
5688,5688,Spoordonk,Oirschot,Noord-Brabant
5160,5161,Sprang,Waalwijk,Noord-Brabant
5171,5171,Sprangsevaart,Loon op Zand,Noord-Brabant
5161,5161,Sprangsevaart,Waalwijk,Noord-Brabant
4714,4714,Sprundel,Rucphen,Noord-Brabant
4539,4539,Spui,Terneuzen,Zeeland
5995,5995,Spurkt,Peel en Maas,Limburg
3243,3243,Stad aan 't Haringvliet,Middelharnis,Zuid-Holland
5674,5674,Stad van Gerwen,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
3454,3454,Stadsdam,Utrecht,Utrecht
4794,4794,Stadse Dijk,Moerdijk,Noord-Brabant
9500,9503,Stadskanaal,Stadskanaal,Groningen
7903,7903,Stadterij,Hoogeveen,Drenthe
9545,9545,Stakenborg,Vlagtwedde,Groningen
4754,4754,Stampersgat,Halderberge,Noord-Brabant
4758,4758,Standdaarbuiten,Moerdijk,Noord-Brabant
7950,7951,Staphorst,Staphorst,Overijssel
9924,9925,Startenhuizen,Eemsmond,Groningen
9924,9924,Startenhuizen,Loppersum,Groningen
5835,5835,Startwijk,Boxmeer,Noord-Brabant
8715,8715,Starum,Súdwest Fryslân,Friesland
4567,4567,Statenboom,Hulst,Zeeland
4931,4931,Statendam,Geertruidenberg,Noord-Brabant
4411,4411,Stationsbuurt,Reimerswaal,Zeeland
4696,4696,Stavenisse,Tholen,Zeeland
3852,3852,Staverden,Ermelo,Gelderland
9920,9921,Stedum,Loppersum,Groningen
5975,5975,Steeg,Horst aan de Maas,Limburg
4921,4921,Steelhoven,Drimmelen,Noord-Brabant
7921,7921,Steenbergen,De Wolden,Drenthe
9307,9307,Steenbergen,Noordenveld,Drenthe
4650,4652,Steenbergen,Steenbergen,Noord-Brabant
9629,9629,Steendam,Slochteren,Groningen
7220,7221,Steenderen,Bronckhorst,Gelderland
3882,3882,Steenenkamer,Putten,Gelderland
7439,7439,Steenenkamer,Voorst,Gelderland
4691,4691,Steenenkruis,Tholen,Zeeland
4508,4508,Steenhoven,Sluis,Zeeland
7325,7325,Steenkamp,Apeldoorn,Gelderland
4849,4849,Steenoven,Oosterhout,Noord-Brabant
5768,5768,Steenoven,Peel en Maas,Limburg
4571,4571,Steenovens,Terneuzen,Zeeland
4721,4721,Steenpaal,Rucphen,Noord-Brabant
3291,3291,Steenplaats,Strijen,Zuid-Holland
5524,5524,Steensel,Eersel,Noord-Brabant
9131,9131,Steenvak,Dongeradeel,Friesland
8330,8332,Steenwijk,Steenwijkerland,Overijssel
8340,8341,Steenwijkerwold,Steenwijkerland,Overijssel
7741,7741,Steenwijksmoer,Coevorden,Drenthe
5721,5721,Stegen,Asten,Noord-Brabant
7737,7737,Stegeren,Ommen,Overijssel
7737,7737,Stegerveld,Ommen,Overijssel
8395,8395,Steggerda,Weststellingwerf,Friesland
6170,6171,Stein,Stein,Limburg
2851,2851,Stein,Vlist,Zuid-Holland
3250,3251,Stellendam,Goedereede,Zuid-Holland
4287,4287,Stenenheul,Woudrichem,Noord-Brabant
3941,3941,Sterkenburg,Utrechtse Heuvelrug,Utrecht
6029,6029,Sterksel,Heeze-Leende,Noord-Brabant
4251,4251,Steurgat,Werkendam,Noord-Brabant
5844,5844,Stevensbeek,Sint Anthonis,Noord-Brabant
6107,6107,Stevensweert,Maasgouw,Limburg
5524,5524,Stevert,Eersel,Noord-Brabant
5935,5935,Steyl,Venlo,Limburg
7756,7756,Stieltjeskanaal,Coevorden,Drenthe
9133,9133,Stiem,Dongeradeel,Friesland
9050,9051,Stiens,Leeuwarderadeel,Friesland
5715,5715,Stipdonk,Someren,Noord-Brabant
5708,5708,Stiphout,Helmond,Noord-Brabant
9545,9545,Stobben,Vlagtwedde,Groningen
6321,6321,Stokhem,Gulpen-Wittem,Limburg
5521,5521,Stokkelen,Eersel,Noord-Brabant
7475,7475,Stokkum,Hof van Twente,Overijssel
7039,7039,Stokkum,Montferland,Gelderland
5066,5066,Stokske,Oisterwijk,Noord-Brabant
5872,5872,Stokt,Horst aan de Maas,Limburg
1751,1751,Stolpen,Zijpe,Noord-Holland
1751,1751,Stolpervlotbrug,Zijpe,Noord-Holland
2820,2821,Stolwijk,Vlist,Zuid-Holland
2808,2851,Stolwijkersluis,Gouda,Zuid-Holland
6243,6243,Stommeveld,Meerssen,Limburg
1840,1841,Stompetoren,Schermer,Noord-Holland
2266,2266,Stompwijk,Leidschendam-Voorburg,Zuid-Holland
4751,4751,Stoof,Halderberge,Noord-Brabant
9635,9635,Stootshorn,Menterwolde,Groningen
4543,4543,Stoppeldijkveer,Hulst,Zeeland
9919,9919,Stork,Loppersum,Groningen
3835,3835,Stoutenburg,Leusden,Utrecht
3836,3836,Stoutenburg-Noord,Amersfoort,Utrecht
5981,5981,Stox,Peel en Maas,Limburg
6044,6044,Straat,Roermond,Limburg
5591,5591,Strabrecht,Heeze-Leende,Noord-Brabant
6039,6039,Stramproy,Weert,Limburg
8749,8749,Strand,Súdwest Fryslân,Friesland
5688,5688,Straten,Oirschot,Noord-Brabant
6031,6031,Strateris,Nederweert,Limburg
2959,2959,Streefkerk,Liesveld,Zuid-Holland
9511,9511,Streek,Aa en Hunze,Drenthe
5406,5406,Strepen,Uden,Noord-Brabant
8061,8061,Streukel,Zwartewaterland,Overijssel
4856,4856,Strijbeek,Alphen-Chaam,Noord-Brabant
3290,3291,Strijen,Strijen,Zuid-Holland
4693,4693,Strijenham,Tholen,Zeeland
3292,3292,Strijensas,Strijen,Zuid-Holland
3454,3454,Strijkviertel,Utrecht,Utrecht
5735,5735,Strijp,Laarbeek,Noord-Brabant
4847,4847,Strikberg,Breda,Noord-Brabant
3776,3776,Stroe,Barneveld,Gelderland
1744,1744,Stroet,Harenkarspel,Noord-Holland
4493,4493,Stroodorp,Noord-Beveland,Zeeland
4541,4541,Stroodorpe,Terneuzen,Zeeland
4765,4765,Strooiendorp,Moerdijk,Noord-Brabant
4589,4589,Strooienstad,Hulst,Zeeland
4508,4508,Stroopuit,Sluis,Zeeland
6088,6088,Strubben,Leudal,Limburg
6305,6305,Strucht,Valkenburg aan de Geul,Limburg
7958,7958,Struikberg,De Wolden,Drenthe
3235,3235,Strype,Westvoorne,Zuid-Holland
3235,3235,Stuifakker,Westvoorne,Zuid-Holland
7934,7934,Stuifzand,Hoogeveen,Drenthe
4921,4921,Stuivezand,Drimmelen,Noord-Brabant
4882,4882,Stuivezand,Zundert,Noord-Brabant
9262,9262,Sumar,Tytsjerksteradiel,Friesland
9262,9262,Sumarreheide,Tytsjerksteradiel,Friesland
9230,9231,Surhuisterveen,Achtkarspelen,Friesland
9283,9283,Surhuizum,Achtkarspelen,Friesland
9283,9283,Surhuizumer Mieden,Achtkarspelen,Friesland
6114,6114,Susteren,Echt-Susteren,Limburg
9891,9891,Suttum,Winsum,Groningen
9265,9265,Suwâld,Tytsjerksteradiel,Friesland
8636,8636,Swaenwert,Littenseradiel,Friesland
6070,6071,Swalmen,Roermond,Limburg
6005,6005,Swartbroek,Weert,Limburg
6174,6174,Sweikhuizen,Schinnen,Limburg
9087,9087,Swichum,Leeuwarden,Friesland
6363,6363,Swier,Nuth,Limburg
8255,8255,Swifterbant,Dronten,Flevoland
5866,5866,Swolgen,Horst aan de Maas,Limburg
9216,9216,Sytebuorren,Smallingerland,Friesland
8468,8468,Sythuizen,Skarsterlân,Friesland
9485,9485,Taarlo,Tynaarlo,Drenthe
4585,4585,Tasdijk,Hulst,Zeeland
5395,5395,Teeffelen,Oss,Noord-Brabant
9085,9085,Teerns,Leeuwarden,Friesland
6603,6603,Teersdijk,Wijchen,Gelderland
5930,5932,Tegelen,Venlo,Limburg
9145,9145,Teijeburen,Dongeradeel,Friesland
2215,2215,Teijlingen,Teylingen,Zuid-Holland
3853,3853,Telgt,Ermelo,Gelderland
2811,2811,Tempel,Bodegraven-Reeuwijk,Zuid-Holland
7921,7921,Ten Arlo,De Wolden,Drenthe
9790,9791,Ten Boer,Ten Boer,Groningen
7983,7983,Ten Have,Westerveld,Drenthe
9792,9792,Ten Post,Ten Boer,Groningen
5531,5531,Ten Vorsel,Bladel,Noord-Brabant
4911,4911,Ter Aalst,Oosterhout,Noord-Brabant
2460,2461,Ter Aar,Nieuwkoop,Zuid-Holland
9487,9487,Ter Aard,Assen,Drenthe
9560,9561,Ter Apel,Vlagtwedde,Groningen
9563,9563,Ter Apelkanaal,Vlagtwedde,Groningen
9551,9551,Ter Borg,Vlagtwedde,Groningen
9561,9561,Ter Haar,Vlagtwedde,Groningen
2684,2684,Ter Heijde,Westland,Zuid-Holland
9411,9411,Ter Horst,Midden-Drenthe,Drenthe
8476,8476,Ter Idzard,Weststellingwerf,Friesland
9781,9781,Ter Laan,Bedum,Groningen
3155,3155,Ter Lucht,Midden-Delfland,Zuid-Holland
9591,9591,Ter Maarsch,Stadskanaal,Groningen
9551,9551,Ter Walslage,Vlagtwedde,Groningen
9551,9551,Ter Wisch,Vlagtwedde,Groningen
9591,9591,Ter Wupping,Stadskanaal,Groningen
8449,8449,Terband,Heerenveen,Friesland
6325,6325,Terblijt,Valkenburg aan de Geul,Limburg
7061,7061,Terborg,Oude IJsselstreek,Gelderland
1733,1733,Terdiek,Hollands Kroon,Noord-Holland
5425,5425,Tereyken,Gemert-Bakel,Noord-Brabant
9178,9178,Tergrêft,Ferwerderadiel,Friesland
9178,9178,Tergrêft,Tytsjerksteradiel,Friesland
6181,6181,Terhagen,Stein,Limburg
4844,4844,Terheijden,Drimmelen,Noord-Brabant
9312,9312,Terheijl,Noordenveld,Drenthe
8493,8493,Terherne,Boarnsterhim,Friesland
4525,4525,Terhofstede,Sluis,Zeeland
6262,6262,Terhorst,Eijsden-Margraten,Limburg
8542,8542,Terkaple,Skarsterlân,Friesland
6891,6891,Terlet,Rozendaal,Gelderland
6255,6255,Terlinden,Eijsden-Margraten,Limburg
6269,6269,Termaar,Eijsden-Margraten,Limburg
6311,6311,Termaar,Voerendaal,Limburg
6311,6311,Termoors,Voerendaal,Limburg
9947,9947,Termunten,Delfzijl,Groningen
9948,9948,Termunterzijl,Delfzijl,Groningen
9145,9145,Ternaard,Dongeradeel,Friesland
4530,4538,Terneuzen,Terneuzen,Zeeland
8524,8524,Teroele,Skarsterlân,Friesland
5131,5131,Terover,Alphen-Chaam,Noord-Brabant
6285,6285,Terpoorten,Gulpen-Wittem,Limburg
3784,3784,Terschuur,Barneveld,Gelderland
9014,9014,Tersoal,Boarnsterhim,Friesland
6361,6361,Terstraten,Nuth,Limburg
4481,4481,Tervaten,Goes,Zeeland
6361,6361,Tervoorst,Nuth,Limburg
4854,4854,Tervoort,Breda,Noord-Brabant
8407,8407,Terwispel,Opsterland,Friesland
8426,8426,Terwisscha,Ooststellingwerf,Friesland
7396,7396,Terwolde,Voorst,Gelderland
6285,6285,Terziet,Gulpen-Wittem,Limburg
4847,4847,Teteringen,Breda,Noord-Brabant
7395,7395,Teuge,Voorst,Gelderland
5688,5688,Theetuin,Oirschot,Noord-Brabant
3451,3455,Themaat,Utrecht,Utrecht
9797,9797,Thesinge,Ten Boer,Groningen
4690,4691,Tholen,Tholen,Zeeland
6017,6017,Thorn,Maasgouw,Limburg
6365,6365,Thull,Schinnen,Limburg
6044,6044,Thuserhof,Roermond,Limburg
9131,9131,Tibma,Dongeradeel,Friesland
9051,9051,Tichelwurk,Leeuwarderadeel,Friesland
4000,4007,Tiel,Tiel,Gelderland
5271,5271,Tielse Hoeve,Sint-Michielsgestel,Noord-Brabant
7936,7936,Tiendeveen,Hoogeveen,Drenthe
6576,6576,Tiengeboden,Ubbergen,Gelderland
3267,3284,Tiengemeten,Korendijk,Zuid-Holland
5865,5865,Tienray,Horst aan de Maas,Limburg
4891,4891,Tiggelt,Zundert,Noord-Brabant
4891,4891,Tiggeltscheberg,Zundert,Noord-Brabant
8406,8406,Tijnje,Opsterland,Friesland
9125,9125,Tilburen,Dongeradeel,Friesland
5000,5049,Tilburg,Tilburg,Noord-Brabant
7634,7634,Tilligte,Dinkelland,Overijssel
5581,5581,Timmereind,Waalre,Noord-Brabant
9954,9954,Tinallinge,Winsum,Groningen
3234,3234,Tinte,Westvoorne,Zuid-Holland
9088,9088,Tjaard,Leeuwarden,Friesland
8458,8458,Tjalleberd,Heerenveen,Friesland
9901,9901,Tjamsweer,Appingedam,Groningen
8842,8842,Tjeppenboer,Littenseradiel,Friesland
8522,8522,Tjerkgaast,Skarsterlân,Friesland
8765,8765,Tjerkwerd,Súdwest Fryslân,Friesland
7431,7431,Tjoene,Deventer,Overijssel
9939,9939,Tjuchem,Slochteren,Groningen
9356,9356,Tolbert,Leek,Groningen
7227,7227,Toldijk,Bronckhorst,Gelderland
6916,6916,Tolkamer,Rijnwaarden,Gelderland
8309,8309,Tollebeek,Noordoostpolder,Flevoland
5111,5111,Tommel,Baarle-Nassau,Noord-Brabant
6975,6975,Tonden,Brummen,Gelderland
5282,5282,Tongeren,Boxtel,Noord-Brabant
8162,8162,Tongeren,Epe,Gelderland
5975,5975,Tongerlo,Horst aan de Maas,Limburg
5993,5993,Tongerlo,Peel en Maas,Limburg
4791,4791,Tonnekreek,Moerdijk,Noord-Brabant
3851,3851,Tonsel,Ermelo,Gelderland
6021,6021,Toom,Cranendonck,Noord-Brabant
9994,9994,Toornwerd,Loppersum,Groningen
8625,8625,Toppenhuzen,Súdwest Fryslân,Friesland
9865,9865,Topweer,Grootegast,Groningen
9511,9511,Torenveen,Aa en Hunze,Drenthe
5507,5507,Toterfout,Veldhoven,Noord-Brabant
5447,5447,Toven,Boxmeer,Noord-Brabant
4507,4507,Tragel,Sluis,Zeeland
9678,9678,Tranendal,Oldambt,Groningen
5688,5688,Tregelaar,Oirschot,Noord-Brabant
5411,5411,Trent,Landerd,Noord-Brabant
4196,4196,Tricht,Geldermalsen,Gelderland
9296,9296,Triemen,Kollumerland en Nieuwkruisland,Friesland
8734,8734,Trijehuzen,Littenseradiel,Friesland
5731,5731,Trimpert,Geldrop-Mierlo,Noord-Brabant
6287,6287,Trintelen,Gulpen-Wittem,Limburg
9633,9633,Tripscompagnie,Menterwolde,Groningen
9631,9631,Tripscompagnie,Veendam,Groningen
8804,8804,Tritzum,Franekeradeel,Friesland
8424,8424,Tronde,Ooststellingwerf,Friesland
8581,8581,Trophorne,Gaasterlân-Sleat,Friesland
8097,8097,Trutjeshoek,Oldebroek,Gelderland
9012,9012,Tsienzerbuorren,Boarnsterhim,Friesland
8772,8772,Tsjalhuzum,Súdwest Fryslân,Friesland
9022,9022,Tsjeintgum,Littenseradiel,Friesland
9021,9021,Tsjerkebuorren,Littenseradiel,Friesland
7650,7651,Tubbergen,Tubbergen,Overijssel
4176,4176,Tuil,Neerijnen,Gelderland
5856,5856,Tuindorp,Bergen,Limburg
1747,1747,Tuitjenhorn,Harenkarspel,Noord-Holland
8334,8334,Tuk,Steenwijkerland,Overijssel
3999,3999,Tull en 't Waal,Houten,Utrecht
6005,6005,Tungelroy,Weert,Limburg
4508,4508,Turkeije,Sluis,Zeeland
8632,8632,Turns,Súdwest Fryslân,Friesland
6063,6063,Tusschen de Bruggen,Roerdalen,Limburg
9636,9636,Tusschenloegen,Menterwolde,Groningen
2861,2861,Tussenlanen,Bergambacht,Zuid-Holland
7627,7627,Tusveld,Almelo,Overijssel
5821,5827,Tuuthees,Boxmeer,Noord-Brabant
9515,9515,Tweede Dwarsdiep,Aa en Hunze,Drenthe
9570,9571,Tweede Exloërmond,Borger-Odoorn,Drenthe
3316,3316,Tweede Tol,Dordrecht,Zuid-Holland
7877,7877,Tweede Valthermond,Borger-Odoorn,Drenthe
4411,4411,Tweedeweg,Reimerswaal,Zeeland
9909,9909,Tweehuizen,Delfzijl,Groningen
4016,4016,Tweesluizen,Buren,Gelderland
7547,7547,Twekkelo,Enschede,Overijssel
8624,8624,Twellingea,Súdwest Fryslân,Friesland
7390,7391,Twello,Voorst,Gelderland
9286,9286,Twijzel,Achtkarspelen,Friesland
9287,9287,Twijzelerheide,Achtkarspelen,Friesland
1676,1676,Twisk,Medemblik,Noord-Holland
9482,9482,Tynaarlo,Tynaarlo,Drenthe
9255,9255,Tytsjerk,Tytsjerksteradiel,Friesland
8804,8804,Tzum,Franekeradeel,Friesland
8850,8851,Tzummarum,Franekeradeel,Friesland
6374,6374,Ubach over Worms,Landgraaf,Limburg
6367,6367,Ubachsberg,Voerendaal,Limburg
9492,9492,Ubbena,Assen,Drenthe
6574,6574,Ubbergen,Ubbergen,Gelderland
5928,5928,Ubroek,Venlo,Limburg
3888,3888,Uddel,Apeldoorn,Gelderland
5400,5406,Uden,Uden,Noord-Brabant
5070,5071,Udenhout,Tilburg,Noord-Brabant
6012,6012,Uffelsen,Leudal,Limburg
7975,7975,Uffelte,Westerveld,Drenthe
8406,8406,Uilesprong,Opsterland,Friesland
1154,1154,Uitdam,Waterland,Noord-Holland
9905,9905,Uiteinde,Delfzijl,Groningen
9216,9216,Uiteinde,Smallingerland,Friesland
9636,9636,Uiterburen,Menterwolde,Groningen
1910,1911,Uitgeest,Uitgeest,Noord-Holland
1420,1423,Uithoorn,Uithoorn,Noord-Holland
9980,9981,Uithuizen,Eemsmond,Groningen
9982,9982,Uithuizermeeden,Eemsmond,Groningen
9931,9931,Uitwierde,Delfzijl,Groningen
4288,4288,Uitwijk,Woudrichem,Noord-Brabant
6235,6235,Ulestraten,Meerssen,Limburg
7070,7071,Ulft,Oude IJsselstreek,Gelderland
5975,5975,Ulfterhoek,Horst aan de Maas,Limburg
5113,5113,Ulicoten,Baarle-Nassau,Noord-Brabant
5846,5846,Ullingen,Sint Anthonis,Noord-Brabant
9970,9971,Ulrum,De Marne,Groningen
9686,9686,Ulsda,Oldambt,Groningen
6255,6255,Ulvend,Eijsden-Margraten,Limburg
4850,4851,Ulvenhout,Breda,Noord-Brabant
8871,8871,Ungabuurt,Harlingen,Friesland
4286,4286,Uppel,Woudrichem,Noord-Brabant
8320,8322,Urk,Urk,Flevoland
5641,5641,Urkhoven,Eindhoven,Noord-Brabant
6129,6129,Urmond,Stein,Limburg
1645,1645,Ursem,Koggenland,Noord-Holland
1646,1646,Ursem,Schermer,Noord-Holland
9988,9988,Usquert,Eemsmond,Groningen
7548,7548,Usselo,Enschede,Overijssel
3500,3585,Utrecht,Utrecht,Utrecht
6290,6291,Vaals,Vaals,Limburg
4839,4839,Vaareind,Breda,Noord-Brabant
5674,5674,Vaarle,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
5715,5715,Vaarsche Hoef,Someren,Noord-Brabant
5106,5106,Vaart,Dongen,Noord-Brabant
4571,4571,Vaartwijk,Terneuzen,Zeeland
8170,8172,Vaassen,Epe,Gelderland
6361,6361,Vaesrade,Nuth,Limburg
6675,6675,Valburg,Overbetuwe,Gelderland
4529,4529,Valeiskreek,Sluis,Zeeland
6611,6611,Valenberg,Heumen,Gelderland
2235,2235,Valkenburg,Katwijk,Zuid-Holland
6300,6301,Valkenburg,Valkenburg aan de Geul,Limburg
3953,3953,Valkenheide,Utrechtse Heuvelrug,Utrecht
5550,5555,Valkenswaard,Valkenswaard,Noord-Brabant
9981,9982,Valom,Eemsmond,Groningen
7751,7751,Valsteeg,Coevorden,Drenthe
7872,7872,Valthe,Borger-Odoorn,Drenthe
7876,7876,Valtherblokken,Borger-Odoorn,Drenthe
7876,7876,Valthermond,Borger-Odoorn,Drenthe
7877,7877,Valthermussel,Borger-Odoorn,Drenthe
1761,1761,Van Ewijcksluis,Hollands Kroon,Noord-Holland
4064,4064,Varik,Neerijnen,Gelderland
7731,7731,Varsen,Ommen,Overijssel
7255,7255,Varssel,Bronckhorst,Gelderland
7076,7076,Varsselder,Oude IJsselstreek,Gelderland
7050,7051,Varsseveld,Oude IJsselstreek,Gelderland
7660,7661,Vasse,Tubbergen,Overijssel
4371,4371,Vebenabos,Veere,Zeeland
8275,8275,Veecaten,Kampen,Overijssel
9541,9541,Veele,Vlagtwedde,Groningen
9566,9566,Veelerveen,Bellingwedde,Groningen
4264,4264,Veen,Aalburg,Noord-Brabant
9640,9646,Veendam,Veendam,Groningen
7971,7971,Veendijk,Westerveld,Drenthe
3900,3906,Veenendaal,Veenendaal,Utrecht
9461,9461,Veenhof,Aa en Hunze,Drenthe
7751,7751,Veenhuizen,Coevorden,Drenthe
9635,9635,Veenhuizen,Menterwolde,Groningen
9340,9341,Veenhuizen,Noordenveld,Drenthe
9591,9591,Veenhuizen,Stadskanaal,Groningen
7983,7983,Veenhuizen,Westerveld,Drenthe
3881,3881,Veenhuizerveld,Putten,Gelderland
7924,7924,Veeningen,De Wolden,Drenthe
9297,9297,Veenklooster,Kollumerland en Nieuwkruisland,Friesland
7844,7844,Veenoord,Emmen,Drenthe
4350,4351,Veere,Veere,Zeeland
9551,9551,Veerster Veldhuis,Vlagtwedde,Groningen
8194,8194,Veessen,Heerde,Gelderland
8467,8467,Vegelinsoord,Skarsterlân,Friesland
5460,5467,Veghel,Veghel,Noord-Brabant
5944,5944,Veld,Venlo,Limburg
5111,5111,Veldbraak,Baarle-Nassau,Noord-Brabant
6627,6627,Velddijk,West Maas en Waal,Gelderland
5334,5334,Velddriel,Maasdriel,Gelderland
5940,5941,Velden,Venlo,Limburg
7261,7261,Veldhoek,Bronckhorst,Gelderland
5500,5509,Veldhoven,Veldhoven,Noord-Brabant
1678,1678,Veldhuis,Medemblik,Noord-Holland
3454,3454,Veldhuizen,Utrecht,Utrecht
7983,7983,Veldhuizen,Westerveld,Drenthe
5961,5961,Veld-Oostenrijk,Horst aan de Maas,Limburg
6171,6171,Veldschuur,Stein,Limburg
9354,9354,Veldstreek,Leek,Groningen
7251,7251,Veldwijk,Bronckhorst,Gelderland
4507,4507,Veldzicht,Sluis,Zeeland
4515,4515,Veldzicht,Sluis,Zeeland
5363,5363,Velp,Grave,Noord-Brabant
6880,6883,Velp,Rheden,Gelderland
1950,1951,Velsen-Noord,Velsen,Noord-Holland
1981,1981,Velsen-Zuid,Velsen,Noord-Holland
1991,1992,Velserbroek,Velsen,Noord-Holland
7021,7021,Velswijk,Bronckhorst,Gelderland
6624,6624,Veluwe,Maasdriel,Gelderland
8161,8161,Vemde,Epe,Gelderland
5761,5761,Ven,Gemert-Bakel,Noord-Brabant
5591,5591,Ven,Heeze-Leende,Noord-Brabant
5556,5556,Venbergen,Valkenswaard,Noord-Brabant
7792,7792,Venebrugge,Hardenberg,Overijssel
8423,8423,Veneburen,Ooststellingwerf,Friesland
5512,5512,Veneind,Eersel,Noord-Brabant
8431,8431,Venekoten,Ooststellingwerf,Friesland
5428,5428,Venhorst,Boekel,Noord-Brabant
1606,1606,Venhuizen,Drechterland,Noord-Holland
5900,5928,Venlo,Venlo,Limburg
6086,6086,Venne,Leudal,Limburg
5800,5804,Venray,Venray,Limburg
5131,5131,Venweg,Alphen-Chaam,Noord-Brabant
6599,6599,Ven-Zelderheide,Gennep,Limburg
5991,5991,Vergelt,Peel en Maas,Limburg
5126,5126,Verhoven,Gilze en Rijen,Noord-Brabant
4841,4841,Verloren Hoek,Breda,Noord-Brabant
5446,5446,Verlorenhoek,Sint Anthonis,Noord-Brabant
5492,5492,Vernhout,Sint-Oedenrode,Noord-Brabant
5512,5512,Vessem,Eersel,Noord-Brabant
6095,6095,Vestjenshoek,Leudal,Limburg
7046,7046,Vethuizen,Montferland,Gelderland
4661,4661,Vetterik,Bergen op Zoom,Noord-Brabant
5814,5814,Veulen,Venray,Limburg
5434,5434,Vianen,Cuijk,Noord-Brabant
4130,4133,Vianen,Vianen,Utrecht
6456,6456,Viel,Onderbanken,Limburg
7233,7233,Vierakker,Bronckhorst,Gelderland
4273,4273,Vierbannen,Werkendam,Noord-Brabant
8076,8076,Vierhouten,Nunspeet,Gelderland
8919,8919,Vierhuis,Leeuwarden,Friesland
8507,8507,Vierhuis,Skarsterlân,Friesland
9975,9975,Vierhuizen,De Marne,Groningen
9909,9909,Vierhuizen,Delfzijl,Groningen
8758,8758,Vierhuizen,Súdwest Fryslân,Friesland
5820,5821,Vierlingsbeek,Boxmeer,Noord-Brabant
3237,3237,Vierpolders,Brielle,Zuid-Holland
5768,5768,Vieruitersten,Peel en Maas,Limburg
9744,9744,Vierverlaten,Groningen,Groningen
4254,4254,Vijcie,Werkendam,Noord-Brabant
4561,4561,Vijfhoek,Hulst,Zeeland
4725,4726,Vijfhoek,Roosendaal,Noord-Brabant
9145,9145,Vijfhuizen,Dongeradeel,Friesland
5133,5133,Vijfhuizen,Goirle,Noord-Brabant
2140,2141,Vijfhuizen,Haarlemmermeer,Noord-Holland
9078,9078,Vijfhuizen,het Bildt,Friesland
4909,4909,Vijfhuizen,Oosterhout,Noord-Brabant
5011,5011,Vijfhuizen,Tilburg,Noord-Brabant
6294,6294,Vijlen,Vaals,Limburg
